,adjclose,close,date,high,low,open,volume
0,36.967952728271484,37.619998931884766,2017-12-29,38.40999984741211,37.599998474121094,38.18000030517578,229300
1,37.469112396240234,38.130001068115234,2017-12-28,38.20000076293945,37.79999923706055,38.099998474121094,144000
2,37.34136199951172,38.0,2017-12-27,38.310001373291016,37.83000183105469,38.040000915527344,326400
3,37.39049530029297,38.04999923706055,2017-12-26,38.540000915527344,37.95000076293945,38.189998626708984,110400
4,37.449459075927734,38.11000061035156,2017-12-22,38.650001525878906,38.060001373291016,38.650001525878906,107700
5,37.84252166748047,38.5099983215332,2017-12-21,38.63999938964844,38.20000076293945,38.380001068115234,159700
6,37.67546844482422,38.34000015258789,2017-12-20,38.45000076293945,37.45000076293945,37.91999816894531,233000
7,37.15465545654297,37.810001373291016,2017-12-19,38.529998779296875,37.75,38.15999984741211,269100
8,37.734432220458984,38.400001525878906,2017-12-18,38.70000076293945,37.9900016784668,38.2599983215332,284000
9,37.321712493896484,37.97999954223633,2017-12-15,38.369998931884766,36.63999938964844,36.70000076293945,740200
10,36.06389617919922,36.70000076293945,2017-12-14,37.45000076293945,36.540000915527344,37.290000915527344,325500
11,36.810726165771484,37.459999084472656,2017-12-13,38.08000183105469,37.02000045776367,37.5,212600
12,36.87950897216797,37.529998779296875,2017-12-12,38.38999938964844,37.38999938964844,38.029998779296875,354000
13,37.40032196044922,38.060001373291016,2017-12-11,38.7400016784668,38.0,38.36000061035156,167100
14,37.645992279052734,38.310001373291016,2017-12-08,38.7599983215332,38.040000915527344,38.540000915527344,257400
15,37.744258880615234,38.40999984741211,2017-12-07,38.70000076293945,37.2599983215332,37.790000915527344,410800
16,37.12517166137695,37.779998779296875,2017-12-06,38.119998931884766,37.400001525878906,37.61000061035156,445600
17,37.10552215576172,37.7599983215332,2017-12-05,39.2599983215332,37.7599983215332,39.2599983215332,361500
18,38.43212890625,39.11000061035156,2017-12-04,39.58000183105469,38.63999938964844,38.970001220703125,503500
19,37.82286834716797,38.4900016784668,2017-12-01,39.16999816894531,37.22999954223633,39.16999816894531,275700
20,38.48125457763672,39.15999984741211,2017-11-30,39.27000045776367,38.689998626708984,39.16999816894531,337500
21,38.22576141357422,39.06999969482422,2017-11-29,39.56999969482422,38.150001525878906,38.779998779296875,342400
22,37.84419250488281,38.68000030517578,2017-11-28,38.72999954223633,37.77000045776367,37.81999969482422,284500
23,36.953853607177734,37.77000045776367,2017-11-27,37.81999969482422,37.13999938964844,37.400001525878906,380300
24,36.630985260009766,37.439998626708984,2017-11-24,37.9900016784668,37.20000076293945,37.38999938964844,193200
25,36.53314971923828,37.34000015258789,2017-11-22,37.91999816894531,37.290000915527344,37.849998474121094,113300
26,36.88536834716797,37.70000076293945,2017-11-21,38.06999969482422,37.400001525878906,37.79999923706055,265600
27,36.582061767578125,37.38999938964844,2017-11-20,37.619998931884766,36.93000030517578,37.34000015258789,209200
28,36.10265350341797,36.900001525878906,2017-11-17,37.630001068115234,34.720001220703125,37.439998626708984,450800
29,36.84623336791992,37.65999984741211,2017-11-16,37.959999084472656,36.939998626708984,37.08000183105469,345200
30,36.083091735839844,36.880001068115234,2017-11-15,36.970001220703125,36.029998779296875,36.61000061035156,270500
31,35.877620697021484,36.66999816894531,2017-11-14,37.20333480834961,36.33000183105469,36.65999984741211,321300
32,35.97220230102539,36.766666412353516,2017-11-13,37.459999084472656,36.25666809082031,36.56999969482422,333300
33,35.93959045410156,36.733333587646484,2017-11-10,37.81666564941406,36.71666717529297,37.393333435058594,344700
34,36.702735900878906,37.51333236694336,2017-11-09,38.0,36.88999938964844,37.2400016784668,282900
35,36.702735900878906,37.51333236694336,2017-11-08,37.71333312988281,36.94333267211914,37.30666732788086,232200
36,36.683162689208984,37.49333190917969,2017-11-07,37.936668395996094,37.086666107177734,37.7066650390625,232800
37,36.878841400146484,37.69333267211914,2017-11-06,37.926666259765625,37.38999938964844,37.49333190917969,111200
38,36.81687927246094,37.630001068115234,2017-11-03,37.939998626708984,37.4900016784668,37.6533317565918,155400
39,36.94081115722656,37.75666809082031,2017-11-02,38.09333419799805,37.4566650390625,37.650001525878906,119600
