,adjclose,close,date,high,low,open,volume
0,17.030000686645508,17.030000686645508,2019-05-31,17.399999618530273,16.969999313354492,17.149999618530273,760600
1,17.34000015258789,17.34000015258789,2019-05-30,18.100000381469727,17.260000228881836,17.959999084472656,802000
2,17.729999542236328,17.729999542236328,2019-05-29,17.889999389648438,17.360000610351562,17.690000534057617,538800
3,17.860000610351562,17.860000610351562,2019-05-28,18.399999618530273,17.729999542236328,18.040000915527344,812500
4,18.18000030517578,18.18000030517578,2019-05-24,18.329999923706055,17.81999969482422,17.81999969482422,668500
5,17.729999542236328,17.729999542236328,2019-05-23,18.25,17.350000381469727,17.610000610351562,1376100
6,17.540000915527344,17.540000915527344,2019-05-22,18.3799991607666,17.479999542236328,18.15999984741211,721100
7,18.31999969482422,18.31999969482422,2019-05-21,18.31999969482422,17.399999618530273,17.670000076293945,900700
8,17.809999465942383,17.809999465942383,2019-05-20,18.139999389648438,17.540000915527344,18.030000686645508,1029100
9,18.059999465942383,18.059999465942383,2019-05-17,18.549999237060547,18.0,18.149999618530273,948800
10,18.270000457763672,18.270000457763672,2019-05-16,18.670000076293945,18.040000915527344,18.399999618530273,1277200
11,18.1299991607666,18.1299991607666,2019-05-15,18.260000228881836,17.65999984741211,18.049999237060547,1009800
12,18.1200008392334,18.1200008392334,2019-05-14,18.399999618530273,17.530000686645508,17.530000686645508,1208500
13,17.5,17.5,2019-05-13,17.780000686645508,17.299999237060547,17.59000015258789,869800
14,18.0,18.0,2019-05-10,18.719999313354492,17.899999618530273,18.1200008392334,1138200
15,18.280000686645508,18.280000686645508,2019-05-09,18.34000015258789,16.920000076293945,17.0,1339000
16,16.93000030517578,16.93000030517578,2019-05-08,17.139999389648438,16.6200008392334,16.860000610351562,1730000
17,16.959999084472656,16.959999084472656,2019-05-07,17.489999771118164,16.799999237060547,17.43000030517578,1342100
18,17.59000015258789,17.59000015258789,2019-05-06,17.729999542236328,16.639999389648438,16.670000076293945,1373000
19,17.0,17.0,2019-05-03,18.149999618530273,16.850000381469727,17.899999618530273,3347200
20,17.850000381469727,17.850000381469727,2019-05-02,18.34000015258789,17.260000228881836,17.850000381469727,3880400
21,17.75,17.75,2019-05-01,19.940000534057617,16.200000762939453,16.270000457763672,12163800
22,21.68000030517578,21.68000030517578,2019-04-30,22.729999542236328,21.6299991607666,22.700000762939453,1839900
23,22.729999542236328,22.729999542236328,2019-04-29,24.559999465942383,22.510000228881836,24.280000686645508,1712600
24,24.170000076293945,24.170000076293945,2019-04-26,24.309999465942383,23.510000228881836,23.84000015258789,712500
25,23.790000915527344,23.790000915527344,2019-04-25,23.950000762939453,23.290000915527344,23.610000610351562,740400
26,23.540000915527344,23.540000915527344,2019-04-24,24.40999984741211,23.43000030517578,24.34000015258789,808700
27,24.100000381469727,24.100000381469727,2019-04-23,24.399999618530273,22.780000686645508,22.959999084472656,1083800
28,23.0,23.0,2019-04-22,23.75,22.68000030517578,23.510000228881836,858800
29,23.5,23.5,2019-04-18,23.729999542236328,22.1200008392334,22.790000915527344,1056500
30,22.719999313354492,22.719999313354492,2019-04-17,23.889999389648438,22.280000686645508,23.600000381469727,1167200
31,23.540000915527344,23.540000915527344,2019-04-16,24.149999618530273,23.469999313354492,24.0,931400
32,23.899999618530273,23.899999618530273,2019-04-15,25.170000076293945,23.59000015258789,24.940000534057617,1610300
33,24.920000076293945,24.920000076293945,2019-04-12,25.25,24.6200008392334,24.989999771118164,801700
34,24.65999984741211,24.65999984741211,2019-04-11,25.440000534057617,24.579999923706055,25.110000610351562,686200
35,25.170000076293945,25.170000076293945,2019-04-10,25.729999542236328,24.709999084472656,25.329999923706055,642500
36,25.209999084472656,25.209999084472656,2019-04-09,26.3799991607666,25.1299991607666,26.1299991607666,576900
37,26.139999389648438,26.139999389648438,2019-04-08,26.190000534057617,25.670000076293945,26.100000381469727,428100
38,26.09000015258789,26.09000015258789,2019-04-05,26.459999084472656,25.670000076293945,25.950000762939453,659900
39,25.860000610351562,25.860000610351562,2019-04-04,26.350000381469727,25.510000228881836,26.209999084472656,705300
40,26.219999313354492,26.219999313354492,2019-04-03,26.59000015258789,25.700000762939453,26.0,1007800
41,25.559999465942383,25.559999465942383,2019-04-02,25.6299991607666,24.549999237060547,24.56999969482422,843600
42,24.549999237060547,24.549999237060547,2019-04-01,25.549999237060547,24.3700008392334,24.75,1209200
43,24.440000534057617,24.440000534057617,2019-03-29,24.709999084472656,23.639999389648438,23.75,1066400
44,23.549999237060547,23.549999237060547,2019-03-28,23.75,23.309999465942383,23.399999618530273,518000
45,23.389999389648438,23.389999389648438,2019-03-27,23.979999542236328,23.3700008392334,23.979999542236328,642500
46,23.889999389648438,23.889999389648438,2019-03-26,23.899999618530273,23.190000534057617,23.190000534057617,674200
47,23.149999618530273,23.149999618530273,2019-03-25,23.989999771118164,22.8700008392334,23.75,815900
48,23.780000686645508,23.780000686645508,2019-03-22,24.8700008392334,23.739999771118164,24.520000457763672,1162000
49,24.639999389648438,24.639999389648438,2019-03-21,25.06999969482422,24.440000534057617,24.440000534057617,492300
50,24.700000762939453,24.700000762939453,2019-03-20,25.219999313354492,24.299999237060547,24.579999923706055,1135400
51,24.610000610351562,24.610000610351562,2019-03-19,24.899999618530273,24.100000381469727,24.579999923706055,1172500
52,24.399999618530273,24.399999618530273,2019-03-18,24.530000686645508,23.440000534057617,23.75,1015300
53,23.700000762939453,23.700000762939453,2019-03-15,24.329999923706055,23.600000381469727,24.170000076293945,2304800
54,24.09000015258789,24.09000015258789,2019-03-14,25.0,24.049999237060547,24.950000762939453,663700
55,24.950000762939453,24.950000762939453,2019-03-13,25.360000610351562,24.81999969482422,25.25,799100
